clase,probclase1,probclase2,probclase3,Country,L1Name,L2Namev2,BECTUAREAL2,BECCVPTCHAREAL2,BECAWMNSHPINDXL2,BECAWMNNNGHL2,BECEFFMESHSIZEL2,BECAWEDGDENSL2,BECPOPDENSADJL2,BECPRSBRTL2,BECPRSSUBWAYL2,BECADCRCTYAVGL2,BECADINTDENSL2,BECADSTTDENSL2,BECURBTRVDELAYINDEXL2
2,2.06E-07,0.999571966,0.00043,Colombia,Bogota,Mosquera,844.7376,655.3457,3.7185,82.554,26.3446,1.974640021,1900.793,0,0,1.072654737,10.60645565,1989.013136,0.246475741
3,3.13E-22,0,1.00000,Colombia,Bogota,Santa Fe de Bogotá,32680.5345,1751.1202,5.8517,62.0585,5759.6654,2.311501286,16871.4,1,0,1.05505339,32.22282661,4526.211828,0.545492326
3,3.94E-06,2.21E-05,0.99997,Colombia,Bogota,Soacha,1867.5,800.5703,4.3988,74.4333,150.0042,3.350678266,8577.962,0,0,1.05835783,20.43231295,2874.16276,0.182449357
2,2.41E-10,1,0.00000,Colombia,Bogota,Sopo,212.487,395.1898,2.6953,158.7723,0.7206,0.5622,608.9065,0,0,1.125152771,2.412350591,1004.291889,0.07411208
2,6.14E-10,0.999999973,0.00000,Colombia,Bogota,Tabio,102.6,385.605,2.3421,76.7905,0.389,0.615725859,815.7479,0,0,1.124282131,1.594179676,804.2765016,0.087712984
2,1.23E-10,1,0.00000,Colombia,Bogota,Tocancipa,453.8726,298.7336,2.9076,93.8817,2.6252,0.693334106,803.2835,0,0,1.142183346,2.934652742,1453.726607,0.081067477
2,1.13E-08,0.999996032,0.00000,Colombia,Bogota,Zipaquirá,456.1197,465.3265,2.8525,72.931,4.2446,0.615289664,3273.616,0,0,1.113356108,5.136215656,1128.956055,0.167120482
3,1.31E-06,1.31E-40,1.00000,Colombia,Bucaramanga,Bucaramanga,2731.3215,821.9862,6.0574,64.9802,387.9255,6.347517351,8075.485,1,0,1.167000814,31.13121572,5682.380259,0.224214685
1,0.99926056,8.20E-06,0.00073,Colombia,Bucaramanga,Floridablanca,1265.576,803.003,4.5895,65.7847,132.8798,5.226135475,7851.667,0,0,1.245173509,22.005532,4544.475608,0.210044868
2,8.09E-07,0.999999191,0.00000,Colombia,Bucaramanga,Piedecuesta,868.4928,881.9569,2.9946,106.7019,5.7261,0.36668197,2361.195,0,0,1.339085182,1.713068491,998.9235637,0.075985215
2,1.15E-10,1,0.00000,Colombia,Bucaramanga,San Juan de Girón,886.4091,887.0911,4.088,120.7725,7.8897,0.683601968,2918.996,0,0,1.231601359,3.687825266,1464.227618,0.06279992
2,4.67E-12,1,0.00000,Colombia,Buenaventura,Buenaventura,1606.222,1134.6023,4.9923,133.5538,2.2871,0.083776366,4067.705,0,0,1.143081644,0.202666154,59.1681066,0.086874171
2,8.89E-11,1,0.00000,Colombia,Buga,Guadalajara de Buga,926.1008,842.6503,3.5824,116.9436,6.9964,0.391323683,2669.744,0,0,1.047550017,1.930062353,311.4788183,0.075873021
2,5.00E-10,0.999999999,0.00000,Colombia,Cali,Candelaria,779.0332,399.8095,2.4928,100.6211,1.8028,0.242964685,844.0533,0,0,1.087357696,3.136000776,863.1955423,0.116996515
2,3.58E-10,1,0.00000,Colombia,Cali,Jamundi,751.68,684.678,2.5094,105.2988,2.5212,0.21480209,1826.464,0,0,1.106059445,1.847859071,496.7296266,0.048860666
3,1.60E-11,0,1.00000,Colombia,Cali,Santiago de Cali,11542.1504,1667.4846,5.6481,65.8646,2212.2588,4.011845155,10979.54,1,0,1.056615246,36.21438163,5458.819192,0.259528489
2,4.80E-10,0.999997716,0.00000,Colombia,Cali,Yumbo,1597.3241,604.332,3.8111,72.1482,30.2665,1.306720805,1820.287,0,0,1.128949644,5.470499614,1315.442232,0.184629864
1,1,1.33E-11,0.00000,Colombia,Cartagena,Cartagena de Indias,6170.6624,1152.9656,5.4819,251.3975,331.6124,1.733937275,7838.312,1,0,1.107886277,3.790157457,1063.548343,0.236288575
2,8.62E-11,1,0.00000,Colombia,Cartagena,Turbaco,573.1209,569.2288,3.6246,153.8171,7.7838,1.001534743,2250.296,0,0,1.080006054,3.962633745,1017.871049,0.108801031
2,2.90E-11,0.999955396,0.00004,Colombia,Cartago,Cartago,842.22,676.458,4.5997,69.7236,22.7001,1.771884512,3839.991,0,0,1.056261732,3.106445256,705.4607574,0.135129988
2,1.23E-11,0.999996999,0.00000,Colombia,Cucuta,Los Patios,812.1608,565.2627,4.6114,75.9644,39.5676,2.375357897,3214.456,0,0,1.096410699,5.131956916,1466.806757,0.115770344
2,3.22E-10,0.999189345,0.00081,Colombia,Cucuta,San José de Cúcuta,5113.3469,1167.1437,4.7123,77.7132,126.0417,0.832653505,5939.553,0,0,1.093692072,6.816063913,1642.926037,0.123038738
2,7.97E-10,0.994847853,0.00515,Colombia,Cucuta,Villa del Rosario,965.4336,686.2042,4.8481,72.9763,66.9802,4.421483624,3221.486,0,0,1.058082498,11.36477141,2310.466952,0.034362872
2,8.18E-09,0.999922054,0.00008,Colombia,Duitama,Duitama,886.4054,794.0034,3.5755,68.3006,22.1778,1.476568178,3442.715,0,0,1.103143733,7.737846853,1403.642315,0.193351736
2,4.02E-10,1,0.00000,Colombia,Duitama,Paipa,242.5482,497.0382,3.2681,129.7887,0.8375,0.335345675,1085.059,0,0,1.220554981,1.781113831,814.1262602,0.02415478
2,1.67E-09,0.999999998,0.00000,Colombia,Florencia,Florencia,1002.2432,921.0407,3.8357,185.0827,3.2426,0.176464821,1640.903,0,0,1.152136165,0.382318396,90.21765814,0.152002572
2,7.10E-09,0.999825255,0.00017,Colombia,Fusagasuga,Fusagasugá,1101.232,961.2279,4.0223,78.1321,32.9854,1.918272645,2730.186,0,0,1.078221752,6.610758835,1422.607297,0.222360976
2,2.64E-10,1,0.00000,Colombia,Girardot,Flandes,251.9132,521.801,2.3264,107.7998,2.4041,0.872894323,1434.048,0,0,1.072628818,6.369623991,1610.162153,0.03259865
2,1.92E-09,0.999672493,0.00033,Colombia,Girardot,Girardot,929.5219,652.0615,3.9511,70.3534,29.8576,2.214144161,2930.19,0,0,1.074115501,15.26664798,2111.98937,0.10637488
2,2.92E-10,1,0.00000,Colombia,Girardot,Ricaurte,232.6485,197.3424,2.041,102.3103,0.197,0.175487076,318.9236,0,0,1.101434051,2.093155035,649.9988086,0.039377594
2,2.82E-10,0.999999999,0.00000,Colombia,Ibague,Ibagué,2936.7786,1087.7087,4.9659,88.5332,32.0979,0.472134461,4361.374,0,0,1.184970198,5.834819492,1114.913238,0.211915264
2,5.05E-09,0.999999951,0.00000,Colombia,Manizales,Manizales,1578.5055,733.7522,4.8596,76.4159,26.4046,1.009161746,6291.899,0,0,1.197002384,9.709928351,1753.01004,0.199464771
1,0.999999312,6.88E-07,0.00000,Colombia,Manizales,Villamaría,148.68,247.571,2.369,323.4853,0.2311,0.145582491,3479.285,0,0,1.517006888,1.400302331,562.2643255,0.096279733
3,4.88E-07,0,1.00000,Colombia,Medellin,Medellín,8728.3764,1305.4973,5.1089,63.1948,1604.7076,4.289058463,14507.13,1,1,1.109136884,36.52442315,6351.933303,0.221572403
2,0.000181308,0.996420346,0.00340,Colombia,Medellin,Bello,1339.0209,613.5957,3.2148,70.9996,70.4395,2.379413158,11301.54,0,0,1.149869851,16.25803737,3338.901867,0.078417413
2,3.86E-08,0.999999961,0.00000,Colombia,Medellin,Caldas,263.4282,481.4309,3.6246,90.4483,2.9227,1.177255038,3050.192,0,0,1.296777862,3.130694054,1302.186558,0.102715882
2,1.07E-08,0.999999989,0.00000,Colombia,Medellin,Copacabana,350.2785,532.8261,3.5971,76.5987,9.3423,2.579785131,2902.521,0,0,1.251682037,5.574200386,2157.02128,0.081455132
1,0.706120368,0.002163602,0.29172,Colombia,Medellin,Envigado,1259.73,716.9876,2.7968,76.288,172.2775,4.051867092,7911.166,0,0,1.170827883,17.43116457,4126.544679,0.116805803
2,2.99E-06,0.999997014,0.00000,Colombia,Medellin,Girardota,215.733,446.5091,2.9291,111.2717,1.7601,0.972867723,1531.471,0,0,1.363219839,3.854331232,1878.945424,0.056090396
3,0.055673351,1.11E-179,0.94433,Colombia,Medellin,Itagüí,1213.7409,411.3708,2.7376,60.3416,659.9833,17.14781651,14042.58,0,0,1.064332442,65.49209405,9888.294047,0.229371197
2,5.03E-08,0.999865662,0.00013,Colombia,Medellin,La Estrella,378.0897,398.541,3.2291,65.8701,16.8658,3.289770147,4031.476,0,0,1.109628459,10.52982377,2512.491814,0.110927082
3,0.012695591,1.03E-42,0.98730,Colombia,Medellin,Sabaneta,393.21,314.5541,3.7232,73.0304,89.5327,16.04575499,6207.587,0,0,1.141030519,25.03257292,5283.571228,0.15561265
2,2.11E-09,0.999999998,0.00000,Colombia,Monteria,Montería,2416.041,1271.2569,4.1865,117.5562,11.8827,0.191382742,3677.841,0,0,1.068541091,1.565796846,352.5718915,0.207059548
2,3.33E-13,0.999975066,0.00002,Colombia,Neiva,Neiva,2727.8174,1097.986,6.046,85.6752,47.8137,0.859527969,4595.64,0,0,1.038672143,5.14673846,670.7724797,0.187630808
2,4.50E-07,0.99999955,1.66174075294226e-311,Colombia,Neiva,Palermo,289.8898,320.4117,2.7353,302.5921,0.1995,0.075218282,544.1517,0,0,1.156885173,0.367782725,143.7145661,0.007704076
2,1.76E-10,1,0.00000,Colombia,Palmira,Palmira,2618.9804,1255.7754,3.4605,97.3131,22.5695,0.387857468,1473.835,0,0,1.092259803,4.010811185,1006.512052,0.167020892
2,8.15E-09,0.999994907,0.00001,Colombia,Pasto,San Juan de Pasto,1775.967,955.6526,4.7682,85.6006,18.5538,0.529383016,6437.185,0,0,1.129087946,3.389404994,595.4417034,0.232128194
3,4.11E-07,6.89E-15,1.00000,Colombia,Pereira,Dosquebradas,1041.3005,719.2947,5.2028,61.892,137.4434,8.65527958,6591.745,0,0,1.10940033,19.9224313,3513.633281,0.233117996
2,1.80E-10,0.999999907,0.00000,Colombia,Pereira,Pereira,2230.92,1314.8923,5.8277,82.1784,35.5541,1.181053454,4971.1,1,0,1.18824789,6.73184115,1655.052986,0.179959253
2,5.59E-08,0.999999944,0.00000,Colombia,Pereira,Santa Rosa de Cabal,332.0098,424.349,3.5461,76.4305,1.0108,0.273066871,2076.41,0,0,1.314339366,1.584127225,586.0380474,0.0611907
2,7.64E-11,0.999999478,0.00000,Colombia,Popayan,Popayán,1969.739,901.9793,4.251,78.6953,38.9517,1.033622846,4280.272,0,0,1.122830991,7.596720174,1438.58473,0.139905775
2,1.34E-06,0.999998658,0.00000,Colombia,Quibdo,San Francisco de Quibdó,878.8488,777.0659,4.3536,370.1319,1.7325,0.118799433,1449.738,0,0,1.071349473,0.113624649,24.03911604,0
2,7.90E-09,0.999999992,0.00000,Colombia,Riohacha,Riohacha,1567.62,950.3406,3.1823,162.7066,5.4005,0.129166759,4064.525,0,0,1.036164563,0.857766865,205.1083613,0.133365868
2,2.68E-10,1,0.00000,Colombia,Santa Marta,Cienaga,792.6284,718.9951,2.6475,110.8538,3.047,0.146730491,503.4433,0,0,1.152258496,0.851029016,222.3251026,0.044391353
2,1.57E-09,0.999999998,0.00000,Colombia,Santa Marta,Pueblo Viejo,142.8294,168.0237,2.4951,199.6545,0.0559,0.060648226,887.2272,0,0,1.058879218,3.789094048,949.3674337,0.077435974
2,1.23E-08,0.999698432,0.00030,Colombia,Santa Marta,Santa Marta,3461.0391,879.3565,4.0841,80.1605,19.8862,0.210998069,4885.239,0,0,1.087376273,2.518239784,440.2562955,0.227910958
2,4.00E-09,0.979292625,0.02071,Colombia,Sincelejo,Sincelejo,1716.75,803.2474,4.8167,71.632,91.855,2.400339875,5966.223,0,0,1.050341657,13.91871906,2194.33681,0.120079661
2,1.24E-10,0.999999998,0.00000,Colombia,Sogamoso,Nobsa,395.28,324.8022,2.615,78.5601,4.0662,1.369956922,720.0629,0,0,1.141185425,3.685554397,1140.264877,0.034653321
2,1.11E-11,0.999999967,0.00000,Colombia,Sogamoso,Sogamoso,1047.6928,717.1207,4.5207,71.8472,31.5576,1.79928658,2950.331,0,0,1.157549704,8.088445453,1941.801419,0.085909826
2,6.41E-11,1,0.00000,Colombia,Tulua,Tuluá,1221.03,807.8335,4.0963,95.6792,12.2885,0.453868837,4102.316,0,0,1.188338948,2.87469116,620.4823567,0.063568702
2,3.16E-07,0.999999684,0.00000,Colombia,Tunja,Combita,30.24,121.9672,1.938,283.6864,0.022,0.157378593,873.2874,0,0,1.123166246,0.424159272,369.9962201,0.029750897
1,1,2.46E-22,0.00000,Colombia,Tunja,Motavita,11.97,114.3994,2.4787,708.4562,0.0182,0.330928892,3075.857,0,0,1.270622004,0.624412558,614.0882442,0.01168218
1,1,7.19E-268,0.00000,Colombia,Tunja,Oicata,4.14,91.3043,1.6149,1978.4085,0.0026,0.222803818,1225.221,0,0,1.130160169,0.832920106,529.4242727,0.014524516
2,0.000111358,0.999888629,0.00000,Colombia,Tunja,Tunja,601.11,254.1265,3.2102,104.1144,6.3488,1.073892748,5261.888,0,0,1.06291055,19.80025284,3119.87665,0.178474229
2,9.25E-09,0.999999991,0.00000,Colombia,Valledupar,Valledupar,2923.4683,1276.5126,4.6306,116.7267,15.7337,0.204174646,3331.876,0,0,1.052407976,1.311539699,283.9173329,0.255746919
2,2.69E-07,0.999994537,0.00001,Colombia,Villavicencio,Villavicencio,3587.6604,1236.1176,3.5668,92.5683,26.7487,0.304633917,3245.243,0,0,1.064248145,4.033405536,741.4413841,0.269140846
2,9.06E-10,0.999999999,0.00000,Colombia,Yopal,Yopal,1486.5339,1001.8012,2.9608,162.3778,4.724,0.126320865,1505.386,0,0,1.12799368,1.219931046,383.3319892,0.119810949
3,1.72E-16,4.40E-31,1.00000,Costa Rica,San Jose,Alajuela,5685.5591,1874.7131,6.3975,67.7575,422.8118,2.760856039,2720.702,0,0,1.109713693,9.85720928,2873.94604,0.257776727
3,5.91E-08,2.79E-30,1.00000,Costa Rica,San Jose,Alajuelita,582.03,415.9427,3.2356,62.0288,80.1746,10.22085525,9095.459,0,0,1.101371742,32.32835864,5782.456645,0.271111364
2,1.22E-12,1,0.00000,Costa Rica,San Jose,Aserri,558.448,706.4231,4.1126,74.8879,10.0158,1.339323723,4949.773,0,0,1.248560973,3.422460206,1185.896282,0.109304455
2,5.39E-12,0.999704019,0.00030,Costa Rica,San Jose,Barva,561.865,561.4173,3.311,74.162,17.8063,2.773386762,3515.026,0,0,1.110158664,10.63486789,2680.912544,0.111644049
3,7.66E-05,0,0.99992,Costa Rica,San Jose,Belen,1031.04,326.7448,3.2266,60.079,830.5314,31.80191467,6133.863,0,0,1.104524462,43.4598276,8250.155544,0.32019369
2,2.23E-12,0.509828158,0.49017,Costa Rica,San Jose,Cartago,2297.7784,1340.0275,4.689,67.7505,128.1119,2.62114788,3507.426,0,0,1.056261732,3.106445256,705.4607574,0.175968306
3,1.37E-05,0,0.99999,Costa Rica,San Jose,Curridabat,1152.9008,519.9978,4.2495,60.4308,793.3574,34.25536247,4217.657,0,0,1.089015689,65.70514319,11726.66254,0.326242075
3,1.66E-13,3.90E-24,1.00000,Costa Rica,San Jose,Desamparados,2058.574,1087.9846,6.0691,65.5358,302.6811,7.348347155,7508.96,0,0,1.126448822,16.59576405,3449.974382,0.244026675
2,1.17E-12,1,0.00000,Costa Rica,San Jose,El Guarco,511.6521,693.319,3.1237,97.5218,8.35,1.140516059,4370.147,0,0,1.186785081,3.224056395,1024.019235,0.102632239
3,9.37E-10,5.52E-119,1.00000,Costa Rica,San Jose,Escazu,1542.5066,806.9887,4.6958,62.2723,576.0363,16.7843857,4909.2,0,0,1.115422703,34.3620502,7405.426384,0.314749755
3,8.02E-06,4.07E-214,0.99999,Costa Rica,San Jose,Flores,622.71,197.4373,2.0001,67.4649,563.2944,27.8138673,1980.931,0,0,1.061601008,49.68894783,9222.132183,0.314933086
3,1.19E-09,8.65E-98,1.00000,Costa Rica,San Jose,Goicoechea,1189.0801,564.4148,4.0921,62.4131,396.7229,16.71081432,2710.318,0,0,1.078735118,46.45436136,7447.175106,0.289172617
3,2.71E-09,0.00043197,0.99957,Costa Rica,San Jose,Heredia,1970.0986,589.2469,3.2484,61.4818,128.9377,1.948093164,3360.002,0,0,1.07168452,6.730263729,1052.770456,0.314535798
3,1.39E-09,6.25E-15,1.00000,Costa Rica,San Jose,La Union,1187.6408,518.2951,3.6578,63.3286,119.4552,6.594859787,2713.459,0,0,1.10822473,29.01772377,5543.313557,0.11633554
3,6.45E-07,1.34E-131,1.00000,Costa Rica,San Jose,Montes de Oca,919.2596,504.0716,2.6067,60.5246,512.5744,15.88675267,8661.575,0,0,1.064717534,57.31729208,8800.863833,0.339744233
2,3.35E-12,1,0.00000,Costa Rica,San Jose,Mora,367.7457,535.3289,3.2281,107.037,2.06,0.599898802,1141.071,0,0,1.212141782,2.932207253,1620.650206,0.168568186
3,1.17E-08,3.81E-28,1.00000,Costa Rica,San Jose,Moravia,786.3295,623.6602,3.303,65.8173,154.1606,10.52683091,8817.249,0,0,1.08503183,26.96212073,5222.372365,0.216835573
2,1.73E-13,0.999999467,0.00000,Costa Rica,San Jose,Oreamuno,532.7056,658.986,3.579,76.3166,5.5783,1.033065587,4383.861,0,0,1.140515477,3.563508314,1030.045082,0.104758047
2,2.89E-13,0.999999998,0.00000,Costa Rica,San Jose,Paraiso,576.7104,782.2641,3.3526,85.6543,2.2112,0.369980006,3652.549,0,0,1.158669468,1.521239489,546.6510525,0.088315836
2,2.12E-14,1,0.00000,Costa Rica,San Jose,Poas,377.9147,461.1303,3.3966,92.69,2.7235,1.323193159,1369.743,0,0,1.164449557,3.605653643,1711.647611,0.041612303
2,3.83E-12,0.968437821,0.03156,Costa Rica,San Jose,San Isidro,319.324,407.7158,4.1137,69.928,6.9967,3.659223469,2026.547,0,0,1.081261894,11.560677,3603.052948,0.059120497
3,2.19E-07,0,1.00000,Costa Rica,San Jose,San Jose,4023.63,602.7475,3.2862,60.1121,3552.7014,18.27981211,7138.882,0,0,1.056501757,100.6990027,15621.93816,0.515572126
3,3.92E-07,6.06E-132,1.00000,Costa Rica,San Jose,San Pablo,474.57,436.7255,2.7995,61.734,215.2818,24.99761462,2351.867,0,0,1.063157168,46.35525786,7705.560446,0.215236698
2,6.97E-10,0.966823946,0.03318,Costa Rica,San Jose,San Rafael,682.5632,840.9726,2.6062,65.732,39.4668,2.949753643,4997.82,0,0,1.098962549,12.78715201,3497.494731,0.08209719
3,2.14E-18,6.56E-28,1.00000,Costa Rica,San Jose,Santa Ana,1353.87,934.1541,8.0796,63.7849,175.8051,10.56295087,5615.876,0,0,1.160176196,17.03532388,4528.500401,0.347657406
2,3.71E-11,0.997717302,0.00228,Costa Rica,San Jose,Santa Barbara,708.391,699.8967,3.424,78.7662,49.5928,4.187482479,3424.543,0,0,1.094268607,9.034961458,2625.039077,0.109778992
3,1.18E-10,6.38E-31,1.00000,Costa Rica,San Jose,Santo Domingo,823.4953,635.1391,4.3087,69.4966,107.8015,11.63388121,2527.069,0,0,1.081563151,25.91435035,6157.024623,0.233928251
3,0.000263742,0,0.99974,Costa Rica,San Jose,Tibas,728.64,262.9694,2.3548,60.1637,630.0311,29.00080475,1747.297,0,0,1.060438605,87.9499386,14069.0558,0.283296638
2,5.69E-12,0.99995781,0.00004,Costa Rica,San Jose,Vasquez de Coronado,720.5382,852.342,3.5573,65.634,16.7404,1.370994835,6107.506,0,0,1.140246464,2.915459941,810.3550892,0.161650754
3,2.10E-09,2.71E-187,1.00000,El Salvador,San Miguel,San Miguel,2392.49,1584.6629,4.4692,71.2333,54.4354,0.931503376,2697.425,0,0,1.020744183,106.9432265,17875.52231,0.100631044
3,1.57E-08,0,1.00000,El Salvador,San Salvador,San Salvador,4382.9082,872.5302,3.6278,60.8356,2528.5159,11.92607907,6388.041,1,1,1.0763749,71.98308585,11489.96606,0.485044028
3,2.27E-08,5.52E-74,1.00000,El Salvador,San Salvador,Antiguo Cuscatlán,852.03,557.1679,2.5346,60.392,300.4309,12.35751457,7403.846,0,0,1.086041867,50.04551583,8379.600453,0.283722639
3,9.07E-14,1.38E-19,1.00000,El Salvador,San Salvador,Apopa,881.544,916.4218,5.3775,63.6584,103.7297,7.117483016,9993.791,0,0,1.05041635,33.69093581,5048.449813,0.076054734
3,6.24E-09,3.50E-22,1.00000,El Salvador,San Salvador,Ayutuxtepeque,172.891,433.3457,2.8216,64.3427,14.4028,10.83252414,8393.576,0,0,1.102169672,26.50769627,4858.009281,0.072601628
3,4.37E-07,4.78E-268,1.00000,El Salvador,San Salvador,Cuscatancingo,395.9109,339.3532,4.133,60.2894,105.7928,31.32025666,4308.237,0,0,1.058963647,90.17004093,12696.14504,0.059668122
3,3.41E-10,4.10E-06,1.00000,El Salvador,San Salvador,Delgado,712.9799,662.6328,3.975,61.6637,45.9142,6.658402809,2294.402,0,0,1.130186838,17.71858635,4561.2734,0.142911905
3,1.34E-08,5.90E-16,1.00000,El Salvador,San Salvador,Ilopango,738.27,406.0213,3.2264,74.5317,70.3303,6.707969157,9476.973,0,0,1.079873357,14.2744871,3169.385878,0.429879341
3,2.30E-09,5.42E-131,1.00000,El Salvador,San Salvador,Mejicanos,900.5392,645.888,3.6596,60.2255,404.0498,21.38099771,2783.782,0,0,1.084231446,52.40242552,7918.467629,0.180510766
2,1.77E-15,1,0.00000,El Salvador,San Salvador,Nejapa,188.5546,326.8706,2.8514,89.9184,0.5306,0.508096409,679.8574,0,0,1.116702473,4.375994966,1393.687941,0.026418305
2,7.99E-05,0.532715855,0.46720,El Salvador,San Salvador,Nuevo Cuscatlan,60.1209,172.0638,2.184,89.5245,0.6119,2.742334193,10280.88,0,0,1.129242864,24.07336845,4295.840501,0.005535407
2,2.09E-13,1,0.00000,El Salvador,San Salvador,Panchimalco,92.7899,333.2613,2.196,134.8085,0.1514,0.261809573,1963.404,0,0,1.216037218,1.300240426,931.7200635,0.007655783
2,4.72E-14,1,0.00000,El Salvador,San Salvador,San Bartolome Perulapia,27.09,236.204,1.9439,109.127,0.2705,2.286691066,1483.244,0,0,1.028557924,5.4255898,950.1593556,0
3,1.03E-09,6.22E-22,1.00000,El Salvador,San Salvador,San Marcos,413.28,435.0602,3.2208,62.0646,96.5982,11.58787027,1387.191,0,0,1.11130618,21.67098284,4585.989595,0.128585708
3,1.57E-12,1.08E-07,1.00000,El Salvador,San Salvador,San Martín,658.8001,623.4927,4.9119,62.5359,63.122,8.00484921,8280.22,0,0,1.085250539,14.50958637,2765.316373,0.056122394
2,2.16E-12,1,0.00000,El Salvador,San Salvador,San Pedro Perulapan,88.8335,132.1244,1.6489,138.5983,0.0204,0.089904582,4200.449,0,0,1.215690225,1.61664692,1003.405967,0.009061838
2,1.64E-10,0.771049507,0.22895,El Salvador,San Salvador,Santa Tecla,1162.7082,624.0607,2.7423,71.6586,97.616,2.802909719,2909.709,0,0,1.087281065,14.73640155,2797.958344,0.149241275
2,1.37E-14,1,0.00000,El Salvador,San Salvador,Santiago Texacuangos,84.2391,284.5003,2.692,88.1337,0.5225,1.036938382,2381.286,0,0,1.150305488,2.815261462,1270.848384,0.000941867
2,5.97E-13,0.964875666,0.03512,El Salvador,San Salvador,Santo Tomás,232.9184,634.5434,4.564,62.9811,9.6042,5.910654267,2033.872,0,0,1.119606722,5.179404815,1957.329457,0.021684532
3,5.26E-11,1.04E-197,1.00000,El Salvador,San Salvador,Soyapango,1598.9386,659.1768,4.9084,60.4088,775.4983,22.7959788,10179.78,0,0,1.07392865,31.40586172,6265.402833,0.232810197
2,1.29E-13,0.999932203,0.00007,El Salvador,San Salvador,Tonacatepeque,464.8512,462.2848,2.3336,69.4707,11.1276,1.640328128,4469.816,0,0,1.079985426,7.777600035,1835.272426,0.057956897
2,1.03E-10,0.986481114,0.01352,El Salvador,Santa Ana,Santa Ana,1888.8309,1073.3155,3.9441,72.0505,34.275,0.980096294,3447.148,0,0,1.160176196,17.03532388,4528.500401,0.121416261
2,2.67E-16,1,0.00000,Guatemala,Escuintla,Escuintla,1494.4573,840.6267,4.129,122.9231,13.5082,0.452703041,1363.708,0,0,1.107411027,3.457138332,1136.739622,0.049146825
3,1.69E-13,0.012077542,0.98792,Guatemala,Guatemala City,Amatitlan,1033.7376,907.1902,5.7994,70.4092,78.8443,6.032937735,2650.98,0,0,1.127232866,14.94051534,3133.715901,0.055170231
2,6.28E-09,0.999999994,0.00000,Guatemala,Guatemala City,Chinautla,310.408,382.9846,2.0286,103.2105,4.9001,1.014739492,5149.219,0,0,1.188374736,15.13856666,2916.12273,0.155093796
3,4.12E-16,0,1.00000,Guatemala,Guatemala City,Ciudad de Guatemala,9667.4484,1117.7674,5.9292,63.288,2502.2405,7.541920685,5664.167,1,0,1.076482725,68.07185654,10572.99496,0.336713015
2,5.96E-10,0.999999615,0.00000,Guatemala,Guatemala City,Fraijanes,519.4722,324.3223,2.6166,85.2538,1.5995,0.421743671,788.1487,0,0,1.179588739,17.33489161,3534.265407,0.128291434
3,5.56E-14,0,1.00000,Guatemala,Guatemala City,Mixco,3867.3936,768.9933,6.0987,68.6686,1230.429,14.07248189,7934.004,0,0,1.082517067,72.74170649,10774.17729,0.340761598
2,2.93E-12,1,0.00000,Guatemala,Guatemala City,Palencia,182.9709,415.515,3.921,112.0522,0.5741,0.493262534,8369.282,0,0,1.225618882,5.413156468,2157.491942,0.000863707
3,3.27E-10,3.37E-237,1.00000,Guatemala,Guatemala City,Petapa,1181.6992,623.0698,5.247,60.8856,531.3816,27.59767911,679.979,0,0,1.087643979,71.55327275,10854.33286,0.173866151
2,2.19E-11,1,0.00000,Guatemala,Guatemala City,San Jose Pinula,266.9392,512.4483,2.9211,84.3989,1.1163,0.49590843,1692.975,0,0,1.298044352,6.399651382,2600.181899,0.022392718
2,4.94E-13,1,0.00000,Guatemala,Guatemala City,San Juan Sacatepequez,854.9045,388.7032,2.8499,122.7709,2.0096,0.317717857,2526.098,0,0,1.159209952,10.507879,2680.351174,0.016770162
3,4.59E-09,2.88E-05,0.99997,Guatemala,Guatemala City,San Lucas Sacatepequez,381.4178,615.9875,3.4637,67.0508,39.2768,7.661864355,1604.925,0,0,1.125524998,13.45727904,3993.173475,0.032567319
2,1.28E-06,0.998621011,0.00138,Guatemala,Guatemala City,San Pedro Sacatepequez,246.059,344.0939,3.2117,93.5055,4.9001,2.338788101,3550.651,0,0,1.140269365,23.04892981,4437.954729,0.10813973
3,4.04E-15,3.53E-30,1.00000,Guatemala,Guatemala City,Santa Catarina Pinula,1427.766,821.2035,6.8585,67.5118,113.3198,8.196826904,1686.183,0,0,1.158801026,38.63010034,6888.021494,0.246021223
2,3.20E-13,1,0.00000,Guatemala,Guatemala City,Villa Canales,847.7139,457.7048,2.2438,100.1978,2.9224,0.257216093,2279.077,0,0,1.127328714,5.437306638,1540.718859,0.106960307
3,7.52E-12,2.53E-120,1.00000,Guatemala,Guatemala City,Villa Nueva,3314.6937,805.2604,4.6989,63.8408,630.3108,6.234368204,6558.3,0,0,1.071194443,58.37179434,8785.195026,0.234395162
3,5.16E-10,7.47E-30,1.00000,Guatemala,Quetzaltenango,La Esperanza,301.6804,420.9726,3.5731,65.3128,49.7641,14.9727069,2279.015,0,0,1.042224251,8.277229306,2773.718001,0.008032763
2,1.93E-14,0.999994413,0.00001,Guatemala,Quetzaltenango,Olintepeque,382.9437,480.2587,3.4902,69.8699,7.1806,2.625017564,1553.621,0,0,1.118436798,6.456198926,2003.37986,0.012997122
3,2.93E-16,3.87E-41,1.00000,Guatemala,Quetzaltenango,Quetzaltenango,2818.54,1168.1952,6.1532,63.0932,406.4156,7.589497945,2529.283,0,0,1.074583036,27.79164601,4815.77771,0.08928239
