screen_name,created_since,favourites_count,followers_count,friends_count,listed_count,statuses_count
JustinMatejka,2847,3870,1181,402,50,1043
BeharXharra,2622,1172,1418,1372,60,1214
reyman64,3515,7649,626,3670,104,8759
noahi,3868,4850,7601,1107,773,28493
marteki,3938,8990,1126,2106,103,8309
adamperer,3283,938,762,371,68,126
AcuraVitamin,664,196,164,2410,2,23
Graig82,2811,827,42,302,1,165
lukaning,3569,348,44,680,7,14
glarange72,3836,7019,394,4762,16,4783
bwei,3893,4059,50,1309,1,73
steno3d,984,869,122,542,1,131
_lucyia,1232,3796,464,1810,30,521
hannahyan,4064,807,417,804,18,976
arturoarf,3305,187,245,580,7,3231
xenocryptsite,2191,2431,6607,3873,284,83511
skailashnathan,1152,6686,63,801,0,149
UCCat1,2899,8298,142,1104,2,1662
libcce,2963,15290,1740,1906,167,6857
thecristen,2955,19613,805,1374,114,10232
pedmistor,2834,2647,419,930,11,1858
gisinjour,1378,173,274,1294,56,521
SueMarquezR,2451,4899,870,1099,19,1150
paul_m_shilov,1029,217,20,105,0,29
ryanwesslen,3590,2660,193,491,3,761
kekenes,3682,943,536,419,31,2139
chieflybrit,3547,4392,699,1052,41,1166
paolo_maiellaro,1661,1011,709,2562,185,42700
jankcious,3008,11,26,90,0,163
kupersmith,2656,0,59,53,2,23
thongbui69,1610,73,14,36,0,469
fakehyperloop,920,1,2,24,0,2
nichom,3555,2865,998,1817,65,2663
rellumja,1768,44,25,138,3,120
mpherman006,2294,111,41,67,2,37
2da_analytics,911,20,40,302,8,79
ApenasSandokhan,3670,6965,488,1176,205,11541
bschmid1,3611,2272,1055,1199,75,2065
AimLEGEND_,3625,3781,4165,1790,117,88961
nateshetterley,4103,21,436,358,29,729
cptklutz,2926,4428,187,2625,3,543
hanahanderson,3368,126977,732,3055,25,9577
intrepidusRimor,3152,847,164,470,29,1790
Jadalytics,1215,5357,1371,1579,110,1807
fluffernutter38,2200,129,13,172,0,62
iamctodd,3809,10375,5552,3975,505,16441
slobodanmanic,3661,689,779,520,70,5351
lan24hd,4118,9244,2585,4977,55,7409
JoshPitkin,2426,36,19,177,1,6
aaizemberg,3859,688,881,950,55,2042
dmimno,3534,2576,2613,1108,94,1043
AShendruk,3645,1090,1974,1432,184,2791
sorpeen,3107,2768,274,1531,13,507
jretamalesm,2757,915,161,1168,2,372
MohJSonghori,849,693,131,863,2,249
davkell,3968,751,1415,1932,62,1790
pyrylahti,3294,1489,772,688,38,1598
vilsurr,2566,2577,238,669,20,320
Brideau,3543,543,1379,1108,48,36
billtraill,2570,453,40,546,5,316
subirmansukhani,1232,44,87,2020,2,176
ideaOwl,3513,89,739,247,35,339
AyRenay,2186,3166,368,618,40,934
stamm,4268,67,71,1539,1,23
taylorbaldwin,3661,20394,2492,1503,89,13973
philvb,3591,77,254,2281,11,18
soulgem,3700,66,54,151,4,2079
themba,4051,25210,2397,2161,193,33239
JustSayNarf,3409,6451,844,1634,2,4401
c_z,4296,1259,1837,510,190,30389
dgolano,3488,452,238,567,6,173
JCarlosjRamirez,1917,3444,502,1541,76,6408
cjyetman,3578,92,248,2262,11,36
steltenpower,3430,63253,1943,4916,375,83506
timelyportfolio,2935,34265,3587,4414,646,31126
shreyagoel,3352,283,107,700,2,196
gkeviv,3600,9407,433,1504,17,1150
albsantosdel,2694,568,193,796,13,843
Aqua_Vis,3534,1512,176,1037,18,813
doblepensador,4320,1574,633,1510,86,1651
tkellen,2514,476,690,361,19,394
markmadsen,4223,849,15422,825,769,34167
mccoyb,3856,6900,337,1475,17,3478
rsimmon,3598,6732,5136,1323,409,15463
lukasztweets,1406,688,1886,614,128,844
mundoplano,3665,3699,323,3598,29,23276
javi_marlop,3363,9334,871,1886,71,9721
smussell,3661,305,56,91,12,216
Zebraengine,2771,1060,67,837,20,893
carohadad,2846,6018,4999,916,100,5623
kwbroman,2173,25028,10205,716,451,15372
tarekisfree,4054,108,233,603,41,5768
domoritz,3407,3943,1143,501,60,3474
zfurnas,2971,19315,1342,2483,101,24523
NickKasprak,3434,1307,152,331,4,1580
msb5014,3910,2664,899,883,56,1054
JessiBreen,2869,1064,515,476,17,2427
matiskay,3835,1151,943,3371,47,11101
ChiTribGraphics,2436,8375,4145,4148,310,17060
georgiamoon,4275,8114,2641,2459,277,17414
tkb,4371,8365,9836,5595,785,13119
geoparadigm,4008,4951,5781,6349,648,13128
rocketshipmom,3578,2334,452,615,42,1552
AmyCesal,3665,2536,1777,1062,127,2858
pixelbeat,4117,58870,3495,1844,182,46520
bean_doh,792,1165,46,310,1,312
jnschrag,3906,1862,168,390,14,1119
kadamwhite,3661,2581,2296,1410,213,13605
canoana,3724,2919,519,719,17,2787
bengarvey,4329,17047,2280,1600,142,31419
OpenVisConf,2283,1479,8156,82,484,2185
juanrocha,3608,14433,1489,731,133,7826
qlikbranch,1783,4930,5653,3749,118,3582
AnalyzeViz,2291,1577,65,449,27,842
kk0mp,1509,6,31,2874,9,25
grousselle,3389,0,422,4999,38,1587
briangarcia,3948,2310,603,1640,61,12241
kaikaimm3,662,3,0,49,0,10
DataLabMx,1054,75,681,505,25,220
mariadotd,2290,214,44,79,3,351
rasantofimior,1213,218,43,408,0,103
UN_innova,1916,919,5977,1184,51,5865
DIEB_UN,3301,1603,14153,4052,114,10031
VRI_UN,2476,7689,19087,7065,143,27863
Lau92415,667,0,0,84,0,0
herr_tu,1436,4213,390,379,33,4342
marc_smith,4049,38187,11546,6511,1412,12150
Meis_plus,3138,97,139,376,6,4176
TheOwl2524,679,22,9,97,0,21
mariacvr,3402,6,4,37,0,1
3rz11,807,10975,34,322,0,2227
tonyojeda3,3539,856,3236,2697,421,6010
JhonG15202182,681,0,2,47,0,2
rougeux,3841,1327,2712,761,133,3838
Scobleizer,4467,94829,413052,53364,24617,72312
gleiwer,4205,100,295,613,10,1522
suclubdelectura,688,0,5,94,0,0
sanalet,3571,2124,432,1411,8,2986
AudioIntegral,698,0,9,104,0,2
claudibaez,3009,8020,1935,3545,74,7641
ramiroalbe,701,18,9,85,0,58
kochand,2773,2,8,189,0,1
samheftneal,755,325,148,791,5,58
JulioTellez,3435,5389,1120,4996,15,7169
rsmth,3613,14987,133,1973,2,7
Danielest_rp,2704,93,153,542,3,108
RadioVitamins,715,158,175,1979,2,154
brian_booden,3036,2071,2041,3192,133,3166
OpenSemSearch,2216,185,1357,5001,128,734
ChosenLawyers,2711,735,179358,477212,595,25192
twitvfd,3591,335,188,600,19,1273
waswapete,713,1,9,43,0,1
esimpler,3138,3130,303,707,19,159
juanvelasco,3925,60,3671,1437,273,803
MJMcGuffin,2350,2371,554,634,44,1886
robmoo_re,1824,386,75,82,4,94
juanfdelahoz,2586,294,177,1046,11,295
FabianGarcia,3556,2181,201,301,7,8864
lokanampriya,2879,7527,152,3580,6,56323
Dragon9052,1141,1,19,212,0,0
juanmcardona,3558,1859,1450,2351,42,1565
mundocala,740,54,30,370,0,7
margiji,742,0,6,48,0,0
carmen_TM_,2919,2943,275,1342,32,787
paolobuono,3627,229,87,119,11,425
andfoy4,748,7,15,37,2,25
josega5,2852,49,17,15,1,25
luisMesa25,748,39,17,61,1,37
miarevalo10,749,7,14,30,0,23
felipecuetor,2446,0,2,55,1,22
NicolasVasq,2684,27,51,110,0,492
margomezballen,2531,46,31,38,1,26
juangmurillo2,2047,650,147,516,1,199
ngomezgg,2096,80,42,338,2,28
fossvick,2149,243,530,1991,10,347
alexmacy,3633,257,105,258,11,112
michael_at_work,2186,31543,598,3676,253,30364
marioachamorro,3519,2123,1777,867,50,2261
lijiali_vision,3069,302,7230,79,192,84
xiaowu916,2640,100,19,146,1,19
BerkeleyISchool,2898,3742,5190,673,224,4220
dafevara,2892,3812,413,691,38,3658
AngelaM08152530,765,3,4,80,0,0
GeekPlux,2486,808,237,981,11,617
madxmad_,2414,42,27,32,3,26
BeastNeedTorque,2406,34,21,330,7,90
ragomusic,3509,101,230,310,12,181
mikejschmidty,1922,531,54,638,2,998
EvanSinar,2246,2806,53193,24375,2324,9661
OrlandoRuizC1,788,3,117,438,0,1705
HIERROanimacion,2683,672,446,137,15,292
caosoriot,3441,200,509,850,37,1121
Melie169,3216,14,98,223,1,236
AndresFm08,2221,337,234,340,4,205
vivimoli84,2626,499,236,640,11,1979
xavigimenez,3619,3010,570,929,66,1290
buttsmeister,2707,13445,776,1200,40,1839
hsternshein,2536,2682,1222,3837,62,1792
GladysGiraldo10,797,0,10,83,0,0
brinkitos6,797,31,21,124,0,11
aamoramo,2049,0,0,457,0,0
charley_glynn,2555,20124,2415,4302,183,10909
automataskings,1044,0,0,6,0,0
snz20,3204,32,105,217,0,43
PatrickRuediger,2619,0,2,20,0,4
geovisual,3422,1049,1102,1844,101,1065
Yaser_David,2641,1,12,63,0,27
flying0er,1044,338,10,312,1,136
geunsmeyer,2605,45379,419,2275,18,12279
nandosanchez88,2371,40,164,653,6,43
MDretweets,2645,13493,438,2575,77,45118
BecomingDataSci,1825,15898,39963,9709,1456,46288
KaseyKlimes,3586,4360,1846,1845,131,12216
JorgieMiranda,2099,2021,186,935,16,566
chiaogeek,834,8,0,16,0,1
andyreagan,3503,1944,603,319,35,10213
undertheraedar,2757,7965,9104,3612,334,10418
marylgray,3614,2778,3473,1384,154,4569
rbordoli,4297,542,16160,8158,345,1476
kristophrdelane,2525,787,306,825,36,482
Bahareh360,3267,1677,2429,2483,263,6003
no_identd,2568,2664,449,4998,28,6374
megaharp,3851,9818,143,919,7,1723
MonaDeFlamant,2220,734,112,545,14,441
Roderich25,3447,404,80,651,10,442
albertocairo,3584,2417,43322,3441,3110,84479
jdfaviz,2715,1241,946,181,62,1175
tonmcg,2861,5792,587,758,44,3246
IsabelMeirelles,3381,1075,1190,343,92,930
viswang,3679,230,44,338,1,41
brunomoniz,3732,79,448,263,29,8443
_Noeska_,3561,1236,520,513,18,1253
dr_plegg,3654,1175,560,1048,79,1090
dataandme,1382,88766,34217,2902,1501,33752
eagereyes,3815,3720,20331,894,1506,22820
JoseGuarnizoA,3408,11031,9652,4922,176,31059
StrinerAlina,2458,5,36,74,4,49
jbarrera77,3283,341,367,516,5,2216
josemonsal,2223,70,476,1813,10,920
alvaronarvaezr,3145,1227,1212,1828,55,3146
notedeufre,1394,5360,445,3250,40,1396
visionarioso,3632,7266,1750,2180,96,9984
c1b3rh4ck,3235,1250,838,871,34,6437
tillnm,3575,6933,3402,1039,260,3087
KevinUhrm,3500,6302,2198,3285,88,8732
cristiandavidgm,4063,1995,205,1493,4,1842
steven2590,3138,237,87,282,0,776
RoyNijhof,1000,172,67,349,4,107
dacanonq,1693,25,50,569,0,39
JoseEstebanR,3087,696,288,316,30,1842
sandra_m_l,1127,59,48,233,2,224
paolaacamargo,3567,7,86,390,0,479
jpmarindiaz,2932,2582,1387,2735,100,4939
SISocialesCali,1980,344,261,600,6,424
lars_vers,2880,1901,451,429,58,1055
adelaidabarrera,4098,509,165,248,10,3713
fan_du,2251,227,132,535,6,112
Nelchafo,3199,84,1273,4295,7,427
mustafasaifee42,1896,51,154,334,8,207
Bill_Saltmarsh,2603,672,303,696,50,882
alvarograves,3562,12798,1708,1435,169,64636
vlandham,4224,16382,6765,743,525,3573
correajfc,3234,8559,1085,2548,34,12831
maartenzam,3749,10502,10829,1436,738,20222
zcliu,3302,256,340,270,24,192
dogvile,3700,18700,3206,4999,967,13855
raniammasri,3771,507,511,1659,38,1102
87rromero,1611,894,141,354,10,159
juanjocerero,2040,1090,576,987,22,6873
yalong_yang,1297,243,88,189,2,45
CarlaTexRealtor,3491,23360,24849,23161,737,63475
anshulbits,3447,181,433,248,85,480
CambridgeIntel,2858,548,1013,616,74,1857
ZeningQu,2556,302,114,500,2,74
DashingD3js,3354,10774,11038,2022,842,11916
themaxreid,3288,160,1101,2849,49,1504
dyorrego,842,174,6,92,0,2
IanCleary,3600,3314,76896,40861,5737,43612
BillBC,3633,21,81,195,4,102
inspired12,3962,4971,2037,2924,154,6347
bflyon,2692,2715,198,1935,51,1693
databayou,2392,6758,399,1007,92,6723
alexisylchan,3321,7315,338,937,28,1864
farrelldlfarrel,2438,1675,406,452,80,3020
jorgaf,4219,4232,774,639,241,9167
CathyJuvinao,3510,41821,35132,3255,239,65571
yulianita,3639,291,314,613,25,1195
ivy_wang,3698,81,131,380,13,71
AndresClavijo83,3202,28,98,84,4,103
viejosaulo,3949,5957,411,2041,20,2288
MolinaAlmo,2132,636,321,526,1,522
afelipespinosa,861,4,42,291,0,13
PickvitaminFN,887,454,231,4834,0,227
syawal,4290,813,2572,5001,419,131872
picodix,3539,1681,665,1077,44,3939
Adria_lopesant,868,22,5,43,0,24
marisoolmp,2596,30,74,408,1,143
meilivanegas,3143,36,66,135,1,22
Alejis_Valencia,2659,37520,1293,1008,16,29833
Feli_pe_g,2060,12,35,284,0,67
POLANIALIZ,2090,5,79,107,0,71
LedGamba,2664,102,56,226,3,40
JobeGFX,1004,63,883,1725,2,178
MosesAyoli,877,1,5,37,0,2
vitindesign,893,158,147,1147,8,112
romsson,3916,1074,1304,706,153,3259
ernestobad,3845,325,132,189,7,735
pcostaguta,3272,274,48,634,0,2
jburnmurdoch,3544,22688,22148,3327,1254,41693
espinielli,3836,6002,148,750,8,591
ElGranInventor,1266,548,4658,128,17,833
vpascual,3958,1444,1277,584,143,1735
ETBsoluciones,1426,33,15133,13254,34,108594
Saigesp,3531,2193,901,559,61,4753
alonsotoro86,1946,1,18,22,0,8
Cristhian_G_,3093,0,35,92,1,19
daniluck913,3224,18,51,228,0,139
vanesmora,3083,955,471,297,15,28658
NotMeDo,1469,1,6,37,0,0
jitrivino,2298,1,63,35,0,7
SanzJuanS,2735,571,196,419,1,1208
Malejita241,2910,132,96,304,1,1781
C_mmd,3242,24,34,215,0,222
Steven_Gonza,2230,20,20,53,0,19
santitigaga,2772,145,748,295,8,884
macacru,3044,151,84,425,1,471
MadelenAcostaR,2318,21,48,172,1,124
_s_lopez,1096,833,62,612,1,319
lehernandezro,3325,36,220,276,3,129
DiegoAndresCar1,2798,999,115,86,0,1778
rofacoga,2928,1491,470,1513,13,791
jdavidsanchez8,2468,698,404,1334,3,855
dianam_moncada,2969,8,36,118,0,65
juangilopez,1854,11021,288,501,3,7801
BrennaMcNally,2488,641,153,169,8,194
ToumaSyaoran,1643,425,25,62,0,102
DVUXworkshop,994,48,46,211,3,56
carlos_torres75,3447,5,75,64,2,338
g_penam,1812,117,38,130,1,103
franramy,3243,1,16,15,0,15
tykenyo,2901,225,60,345,5,401
sandefranc,3491,826,489,788,21,2805
magneticnorth,3988,455,735,644,61,1539
alsug4,921,264,114,295,2,115
19thAmendment,2400,6864,3607,401,188,4148
eaalvarados,2883,73,62,97,6,94
trajce1596,1076,1,18,291,0,158
juanbarco92,2077,2261,114,268,0,271
Eduavencamacho,1216,17,10,29,0,9
damayor11,3273,670,87,357,1,1699
JCamilOrt,3500,15777,364,980,8,2655
ragut01,3149,11,74,193,0,51
zubcarz,2777,12,46,106,0,58
JayMahabal,3167,896,137,463,10,219
BurolexAbogados,1132,823,279,2835,1,676
nakiro83,2590,0,57,62,1,649
sepirdata,1724,5382,813,607,150,3544
JuanPCorrea,3494,972,216,483,10,1632
Cienaga_Social,1163,29,433,1710,18,1802
leonndiego,3268,524,256,1671,2,455
GersonColoradoC,2680,420,109,634,1,398
jamedus,3491,0,11,35,0,8
lal_briceno,2822,5,9,24,0,3
EmyNatRodriguez,2347,86,63,108,2,317
guillermomoren,2850,15,204,2361,2,172
gjhernandezp,3531,5,72,62,2,51
Mabel_RojasM,2401,21,20,193,0,218
yo_zhangcindy,2804,1432,146,385,0,1136
axlbalcazar,2100,1743,137,133,13,1832
nikorose,3490,2374,128,502,6,1132
po11inux,2991,3042,316,818,4,1376
Andrietaa,1380,2571,172,603,27,2076
AndresFPC21,2949,693,66,165,5,338
yangdahui,3054,92,92,814,5,1086
Andre_Vermeij,1828,125,181,196,22,237
chitara44,3647,50,71,628,0,78
MarceMiraval,2876,12113,343,341,18,1449
dsalamancad,3990,9,46,98,2,100
CarlosdParada,3268,1394,388,1342,3,2891
JavierSamirRey,2768,2044,610,1919,74,948
PanDa_Beat,2806,766,104,385,0,793
codigofuenteti,1404,34,56,354,1,13
watchme18_e,964,0,6,5,0,1
melisa_yeidy,967,0,5,3,0,3
georoem,3185,0,44,29,2,5
jcamilo5282,1179,0,4,7,0,13
JuanDavid9856,967,0,3,26,0,1
isabelmira,2888,7,12,33,0,9
KiritOtakuGamer,967,8,4,17,0,16
juniorr25024522,1284,8,6,28,0,24
cameloyeika,967,19,0,3,0,1
natamarin18,967,0,6,61,0,1
mjuradoserna,967,84,5,17,0,22
killerbunnyGG,967,0,2,2,0,2
salomgrisales1,967,21,5,15,0,2
johanamontoya29,967,4,5,44,0,23
Nene1352Tatiana,967,11,0,1,0,1
valen83356846,967,31,1,45,0,3
rufoandresv,2874,48,407,882,7,4045
CdeC_Col,1234,1088,1118,383,19,1064
PecetColombia,3236,668,1980,2499,16,1454
NanaMarin11,1248,889,70,432,0,268
yamithMG,1070,16,13,43,0,2
dguarin7,2166,2,14,105,0,41
carlososoriov_,3781,807,29381,25524,395,9912
jhonfisc,3215,10,83,113,6,1652
sabogalch,1207,0,12,105,0,0
al_ice_t,2596,108,221,128,20,98
sfeu,4091,403,205,505,9,520
dmrussell,3754,293,2217,331,123,799
mi_balle,3626,5143,242,399,20,1217
Robert_9310,2844,43,86,203,1,241
vjk2005,3842,6376,75,554,51,24106
arendondiosa,1067,1345,163,364,1,495
LaTUMBAGA,3459,619,873,2969,7,1841
jointdev,995,771,514,515,10,532
danieltrujillo9,3046,23,95,111,0,116
johnerincon,3789,17111,165,332,2,205
juandaabril,3312,20,42,122,3,102
dagiraldovyv,2733,72022,1935,4636,468,84785
vane8305,3156,818,92,348,2,226
daljio,2451,274,93,358,1,338
julianmr159,1075,35,12,62,0,31
AAlvarado223,993,2,2,29,0,1
tamh,3935,9159,273,233,29,20557
ilaverde0x,3317,2,5,28,1,9
_ALLOCO,1448,3,6,67,0,20
sebasd095,2932,791,868,2665,12,740
andresdeapia,3266,12,162,204,3,207
ElMotox93,1681,120,18,75,0,118
Leo_Cubides,3207,782,176,408,4,6513
aleja_GM13,2479,627,338,251,6,10232
rbeltran79,1403,5,7,28,0,6
TIC_ITS,2279,412,201,280,5,896
31_luisaT,3040,418,164,314,3,795
hegilr,3268,8,137,169,15,1139
shoyos_29,1088,95,39,71,0,55
dParraOspina,3210,143,22,104,1,206
daferamo,3132,572,221,919,3,302
_SebasZapata,2815,1137,466,409,9,9735
daanduque,3450,2526,308,449,2,2570
sebastianhinca6,3498,48,140,262,6,532
Ivancho_523,3266,16,59,128,3,58
ClauJaib,3176,737,332,1265,4,8093
SebasCobosV,3312,213,64,217,1,2244
carloslondonoco,3501,23,124,87,1,26
martina1403,3462,1,20,32,0,34
AndresL0411,1697,8846,72,211,1,1085
Jolumartinez,2743,156,257,549,9,1674
c4rlosc7,2828,99,162,930,3,119
yuliquintero03,3371,17,70,283,1,71
milonovoa,3218,438,1229,399,7,6746
gusalazar,3482,1624,732,1555,146,1126
EstefaniaVegaG,3559,1174,1183,1151,47,5475
juanveloza,3114,4,49,24,0,6
philosartic,3488,6359,813,730,47,30105
andres_ramirez,3300,201,89,481,4,548
nelsonabdul1,2784,12,547,386,4,2376
hersondelapava,2673,1,9,68,0,19
gugramon,2360,29,8,171,0,87
cuyabrero,1291,46670,712,478,3,32193
DGGCO,3095,1291,12,100,0,342
InstagramTuits,1563,9,153,504,2,24
lobujuan,1113,17,178,211,26,10449
arcaagro,1570,3,31,367,0,9
mipajara,3105,58,112,107,1,86
andrezgiraldoc,2232,3,40,65,0,4
renolarana,3404,599,266,405,22,2918
Yoha_Monsalve,2780,131,136,134,0,4788
mf_viz,2862,2424,2720,553,187,1655
RubenUribeQ,2247,2007,269,675,22,742
angelica4961,2896,12,48,171,0,18
mmrojas3,2144,2,18,32,0,3
anacataosorio,3514,2391,674,381,40,13429
seguro_agricola,2341,113,276,625,3,353
AleksFlorez,3176,2203,118,474,1,670
mrojas3,3094,4,43,25,0,19
mauricio424,3213,2280,19,180,0,1171
negociocreativo,3587,140,1073,2079,19,4875
roboticwrestler,3607,45786,3875,4994,205,17211
moaimx,3578,5848,1656,2985,150,12713
sanvicentefund,3515,2403,13167,786,103,17406
ComunidadUTP,1023,427,232,548,5,207
SiriusITS,1069,89,81,40,0,161
njssnjss,3914,787,633,4856,19,4488
DIAGRAMC,2477,243,656,452,53,1017
SFoGoing,2218,62,502,1634,551,35857
jorge_ivantz,2460,2817,774,1170,63,2587
dave_bedoya,3471,21,114,374,5,178
AlejitaPedra,1035,32,10,279,0,9
oysteinmoseng,1638,25,91,300,14,40
Pybonacci,2496,8171,4649,753,313,15001
karen_love1000,1038,2,4,57,0,0
chomper464502,1044,0,6,86,0,1
wangcongyang,3581,73,1097,1329,64,11182
jugalpatelNYT,2764,9686,1625,2068,52,9674
DigitalLit4All,1086,1012,429,909,26,1567
mike_skaug,1199,1643,252,322,43,1255
BTactile,1251,4378,399,279,6,207
AntonioSabogal,2550,351,96,376,15,593
patternproject,1941,3248,614,4432,496,11656
LeonBetancur37,2456,286,60,170,3,93
VRAmericas,1107,570,287,417,9,345
JuanVazqMont,2233,423,385,1554,10,477
delfi_gp,2747,12,24,21,0,1
aestrada_s,2142,307,43,150,0,16
mounialalmas,3422,2229,2928,1680,163,8655
rosariobc,3379,6949,1907,4999,141,3741
skairam,4106,34,1628,639,96,4700
jenpre,3519,2384,1276,659,84,2040
Juankzu,3410,674,89,591,5,200
klyngbaek,3519,1,46,86,3,0
mentor12,3526,126,1226,2106,24,2971
XxEpicMan,2225,9,36,452,0,1213
rajankz,3856,7,93,106,1,234
dannyorrego,3177,12,103,276,1,39
aperdomoortiz,1087,283,663,180,17,158
omniatlas,2567,148,565,2151,29,2397
1si_OneIf,3526,890,33,315,5,719
FELIPEnlaces,2374,2852,53,287,0,2896
PeepCaro,2831,550,170,133,4,274
softseguros,1498,123,124,264,6,432
corexinter,1446,3,166,717,0,24
LawTrades,2224,4885,23406,23247,585,5143
jblizalda,1393,103,43,290,0,11
gridgain,3100,34129,5378,4208,250,7225
datamapio,1131,9668,595,4149,52,1422
eguerra79,2275,39,61,93,0,114
alejandro183,3476,217,96,410,0,485
humbertopareja,2879,260,165,429,2,445
januverma,3462,4809,323,174,61,3582
InfoPlusConf,1287,1054,1632,88,81,710
DevDataLab,1355,255,546,4907,37,296
mselizabethiman,3034,1289,449,1272,60,4367
DataScouts,1768,931,518,718,122,1739
DocXavi,2408,5143,1412,1056,80,2874
onofflabs,2834,1885,2103,5336,18,930
arilikeairy,3621,216,313,540,22,822
uwdata,1975,748,5140,271,270,337
moovelLab,1441,1986,2815,473,116,791
pochodiazs,2285,2336,382,668,4,614
pao_lval,1335,3122,45,315,1,80
BKinlic,3677,644,57,964,1,409
jcukier,3939,6498,8105,1150,678,9337
joselider21,1173,0,51,600,0,1
YaliBian,1691,10,14,204,0,16
aleszubajak,3577,12173,6839,6983,411,15496
nhanitvn,3871,472,148,309,21,462
Malcolm_Decuire,1612,489,37,120,12,1175
laneharrison,4103,5006,1486,796,101,4326
icaviz,1191,65,308,250,16,250
jeffrey_heer,2929,2379,9872,631,575,893
benbendc,3748,274,7823,726,561,1801
RadioConvive,1567,4611,3085,3254,8,16083
tuclasedebaile,1205,0,65,914,0,0
evelynmuenster,3901,461,283,320,70,882
cybunk,3915,12035,1673,1615,208,6097
hosseinkhani_m,2274,135,119,184,8,79
jofu_,2829,661,311,653,35,301
NElmqvist,2648,1740,1307,452,55,966
xangregg,3437,2220,704,859,65,1477
HexenKoenig,3436,332,347,644,15,2465
jcrbrts,3047,364,484,934,191,2077
Frajabiyazdi,2324,156,136,283,6,79
accidental_PhD,2520,698,140,336,3,112
EvanMPeck,4068,2480,1592,911,108,7912
uclab_potsdam,1527,181,2454,1233,107,438
Manager_Kijho,1457,133,157,1014,1,285
ScottAbromowitz,3150,14794,86,785,7,172
PortugueseHome,2849,2285,70592,72195,732,956758
Katashkov,2948,674,133,386,17,647
LuchoMurilloF,1229,61,137,230,2,74
Claraliss3,2839,898,179,225,18,370
3scorciav,1273,631,27,117,0,140
FiDiAgro,1341,1,7,27,0,2
wilgar58,3766,420,27,173,2,78
camarapereira,3490,2349,13643,2251,108,32374
TEDxManizalesED,1395,389,366,185,9,501
nataliaguzmans,2728,113,389,181,3,317
GrisIvan,2220,23,71,340,3,17
bripao155,1455,4,25,204,0,1
magitek777,1687,0,6,77,0,0
royoleon,2339,4926,167,244,16,5120
LuisFranArias,3491,945,1713,1836,34,2355
dantasse,3580,572,420,333,20,784
mabelgasca,4040,18344,4874,3498,387,121098
juanca,3401,46,1616,678,68,7409
ChrisPolis,3084,1617,390,584,45,971
maocandamil,4156,152,2089,772,93,16965
pakazo0519,2843,221,122,280,0,928
MIT_CSAIL,3409,2367,69891,13230,1718,3469
MontoyaCorrales,1268,3,24,122,0,8
Creatuluw,2633,1668,7297,7730,505,5158
MiguelCarto,1833,0,93,141,0,84
andresroblesg,2941,0,30,414,0,0
sampathweb,3159,9230,650,1851,50,1427
Cientific_Datos,1288,2,89,73,3,45
frekaltrue,3283,58,22,295,3,156
richatmango,1289,1493,1291,1226,94,1016
EcariLuca,1448,1,11,110,0,13
cavorite,4450,4347,1063,236,93,11467
infrahumano,1971,24321,6219,672,182,148169
jorgesuarezch,1993,50,28,71,13,131
julianxuran,3384,8,187,156,13,479
SMacondiana,1894,7,128,1515,1,14
saraquigley,3921,3199,298,516,25,1238
Elijah_Meeks,2116,8898,13896,682,709,9819
a_lexisb,2201,0,41,62,0,18
SITE_Col,2294,72,268,399,8,381
dixoncano,2686,0,25,3,0,6
alfonzapatag,2243,4267,99,383,0,1361
martincampos,3968,415,550,701,17,555
sxywu,3073,11582,18916,542,653,8757
nanacalderon,3877,3293,559,654,43,7605
mydu819,1314,1055,24,900,2,90
kentwills,3188,8,29,69,0,25
DuRuofei,2849,550,349,526,21,786
OspLtda,1317,0,206,937,0,276
jwramirezc,3448,15,35,61,0,5
AimoStewart,2766,1935,1166,1162,71,2369
danielequercia,4054,27,5677,5249,390,10795
jorge160686,1334,0,9,61,0,1
Cptan_Alatriste,3060,24009,356,1431,12,11791
jovarealestate,1368,77,336,844,5,1764
GuerraTobon,1384,1,1,17,0,1
dksebas,2781,92,131,253,0,875
big_michael,3975,42,121,148,2,287
pedrocalais,3607,422,919,2391,27,49376
furukama,4305,3155,7527,4530,799,31656
AppsToWear,1578,0,44,786,2,1
RT_Ivancho,2862,692,254,138,1,5558
carguevarag,2853,208,210,362,2,281
lapolladefutbol,3486,0,35,128,2,1
NatyGofive,1362,240,151,1060,1,186
carnby,3685,11442,2449,857,108,8134
NetworkITCT,2525,751,2469,1948,51,1261
erikhazzard,3830,822,592,351,76,841
akshaysiitm,1453,1767,565,5001,41,1034
micahstubbs,3402,60673,4578,4730,520,31036
adereth,3678,29904,1685,795,73,13217
enjalot,3821,7463,6124,1068,448,7593
ClercCurtisOXTH,2665,0,235,1704,1,0
NatiDelgadoR,2970,1036,387,699,17,4194
lilolapereira,3463,4336,4137,840,44,16864
JuanFCuellarQ,1694,506,165,241,6,697
JohanaMurielG,2933,412,168,586,8,473
jandot,4005,1003,2509,798,328,6234
d3visualization,2254,16,11129,465,674,3421
bilalalsallakh,2448,3312,377,199,78,1989
benjbach,3080,1411,1561,807,70,1419
TEDxPereira,1456,31,234,92,6,278
maoleonmejia,1371,5,24,380,0,0
LaTienditaDAmor,1372,53,91,84,0,33
shijith,4047,215,493,4545,19,148
andreseiroV,2942,1524,44,56,0,13
jattipaa,3594,539,920,837,113,2881
JulianDavidOcam,2426,13,90,252,0,18
